Paper title,Abstract summary,Authors,Journal,Influential citations,Scimago Journal Rank,DOI,PDF,Year,Citations,DOI URL,Semantic Scholar URL,Abstract,Takeaway suggests yes/no,Study type,Number of participants,Intervention,Outcomes measured
Coping with the burden of thalassemia: Aiming for a thalassemia free world,The Iran National Thalassemia Prevention Program reduced the birth rate of a thalassemic child by 30% between 1997 and 2004.,"Ambuja Kantharaj, Shivaram Chandrashekar",,,,10.4103/GJTM.GJTM_19_18,http://pdfs.semanticscholar.org/1e54/40cda58fdf39e064eb534c98fb8a53904e96.pdf,2018,9,https://doi.org/10.4103/GJTM.GJTM_19_18,https://semanticscholar.org/paper/9682fc7a632b2c26d0078b829c22fe0d4d4a9a3d,"Organizations like the Asian Network for Thalassemia Control are also focusing on education, screening, and prenatal diagnosis in Asia.[10] The Iran National Thalassemia Prevention Program, a combination of extended family and mandatory premarital screening, reduced the birth rate of a thalassemic child by 30% between 1997 and 2004.[12] In Thailand, more than 85% of all pregnant women are screened annually. [10]",,,,,
"Molecular Characterization Analysis of Thalassemia and Hemoglobinopathy in Quanzhou, Southeast China: A Large-Scale Retrospective Study","There are a diverse range of thalassemia mutations in Quanzhou, Fujian province.","J. Zhuang, N. Zhang, Yuanbai Wang, Hegan Zhang, Yu Zheng, Yuying Jiang, Yingjun Xie, Dongmei Chen",Frontiers in Genetics,,1.096 (3556),10.3389/fgene.2021.727233,https://www.frontiersin.org/articles/10.3389/fgene.2021.727233/pdf,2021,2,https://doi.org/10.3389/fgene.2021.727233,https://semanticscholar.org/paper/93a5a1041e37226957930780dbb78722c33ace6d,"Background: There are limited reports available on investigations into the molecular spectrum of thalassemia and hemoglobinopathy in Fujian province, Southeast China. Here, we aim to reveal the spectrum of the thalassemia mutation and hemoglobinopathy in Quanzhou prefecture, Fujian province. Methods: We collected data from a total of 17,407 subjects with the thalassemia trait in Quanzhou prefecture. Gap-PCR, DNA reverse dot blot hybridization, and DNA sequencing were utilized for common and rare thalassemia gene testing. Results: In our study, we identified 7,085 subjects who were carrying thalassemia mutations, representing a detection rate of 40.70% (7,085/17,407). Among them, 13 different α-thalassemia gene mutations were detected, with the most common mutation being –SEA (69.01%), followed by –α3.7 (21.34%) and –α4.2 (3.96%). We also discovered 26 β-thalassemia gene mutations, with the mutations of IVS-II-654 (C > T) (36.28%) and CD41/42(–TCTT) (29.16%) being the most prevalent. Besides, a variety of rare thalassemia variants were identified. Among them, the –FIL, βMalay, βIVS–I–130, and βIVS–II–672 mutations were identified in Fujian province for the first time. Additionally, we detected 78 cases of hemoglobinopathies, of which Hb Owari was the first reported case in Fujian province and Hb Miyashiro was the first case identified in the Chinese population. Conclusion: Our study indicates that there is a diverse range of thalassemia mutations, and it also reveals the mutation spectrum of rare thalassemia and hemoglobinopathies in Quanzhou, Fujian province. It provides valuable data for the prevention and control of thalassemia in Southeast China.",,,"17,407",,"• The detection rate of thalassemia mutations
• The most common thalassemia mutation
• The prevalence of different thalassemia mutations
• The mutation spectrum of rare thalassemia and hemoglobinopathies in Quanzhou, Fujian province"
"Diagnosis of thalassemia using fluorescence spectroscopy, auto-analyzer, and hemoglobin electrophoresis - A prospective study.",Fluorescence spectroscopy can be diagnosed via a fluorescent spectral method with an accuracy of 85% for blinded groups.,"Sandhanasamy  Devanesan, Fatma  AlQahtani, Mohamad S AlSalhi, Karuppaiah  Jeyaprakash, Vadivel  Masilamani",Journal of infection and public health,,1.277 (2772),10.1016/j.jiph.2019.02.018,,2019,7,https://doi.org/10.1016/j.jiph.2019.02.018,https://semanticscholar.org/paper/f2a156192d96b50b93067d160a08f3f045752381,"BACKGROUND

Hemoglobinopathies (HgP) are prevalent in certain regions of the world. The World Health Organization estimated that 5% of the world's population is a carrier of the potentially pathological hemoglobin (Hb) gene.

METHODS

This study aimed to compare the performance of fluorescence spectroscopy, a simple and inexpensive method, with that of conventional techniques for diagnosing thalassemia. The red blood cell (RBC) counts and levels of Hb, HbA, HbA2, and HbS were estimated via conventional methods of complete blood count and Hb electrophoresis to diagnose thalassemia.

RESULTS

The RBCs and Hb, particularly the average values of HbA and HbA2, were lower in patients with thalassemia than in the normal controls. These hematologic parameters were also analyzed via fluorescence spectroscopybased on fluorescent biomolecules including tyrosine (275 nm), tryptophan (290 nm), nicotinamide adenine dinucleotide (NADH) (370 nm), flavin adenine dinucleotide (FAD) (450 nm), and porphyrin (585-635 nm). In thalassemia patients, all these parameters were above the normal range, primarily due to abnormal depression of NADH and elevation of FAD.

CONCLUSION

Thalassemia canbe diagnosed via a fluorescent spectral method with an accuracy of 85% for blinded groups. This method may be useful for screening patients and reducing the cost of diagnosis in many rural countries.",,,,,"• RBC count
• level of Hb
• HbA
• HbA2
• HbS"
"Population Screening and Prevention Strategies for Thalassemias and other Hemoglobinopathies of Eastern India: Experience of 18,166 cases",Participants with an MCH of 27 pg should be investigated further to confirm or exclude a diagnosis of -thal trait.,"T. Chatterjee, A. Chakravarty, S. Chakravarty",Hemoglobin,,0.261 (16061),10.3109/03630269.2015.1068799,,2015,19,https://doi.org/10.3109/03630269.2015.1068799,https://semanticscholar.org/paper/50b50177de12cb1ffa6da4aee18cc1d7611a216e,"Abstract We evaluated population screening programs (1999–2011), conducted by the Thalassaemia Foundation, Kolkata, India, for the first time in Eastern India in different districts of West Bengal, for prevention of thalassemia comprising screening of heterozygotes and β-thalassemia intermedia (β-TI) cases [β+, β++, β0/β+, βE/βE (codon 26 or HBB: c.79G > A), Hb-E-β-thalassemia (Hb E-β-thal)]. Among 18,166 cases, we found 2092 heterozygotes and 2245 β-TI individuals (who had no information about their disorders). Results were evaluated with standard hematological analyses including erythrocyte indices, hemoglobin (Hb) typing and quantification. Participants were divided into five groups (children, pre-marriage cases, pre-pregnancy cases, affected family members, pregnant women). The objectives of this evaluation were to fix cut-off values of red blood cells (RBCs), mean corpuscular volume (MCV), mean corpuscular Hb (MCH), red blood cell distribution width (RDW) and Hb A2, as the standard World Health Organization (WHO) guidelines were not strictly followed in mass-scale screening programs. We have observed many dilemmas in considering the status of the thalassemia subject, due to presence of some other clinical conditions such as iron deficiency anemia, α-thalassemia (α-thal), δ-thalassemia (δ-thal), clinically silent Hb variants, and some cases of non hemoglobinopathies (such as pregnancy) along with thalassemia. The MCV values varied greatly in different conditions of hemoglobinopathies, whereas MCH provided a more stable measurement. We found an MCH value of <27.0 pg is a suitable cut-off point for screening in this population. Participants with an MCH of <27.0 pg should be investigated further to confirm or exclude a diagnosis of β-thal trait.",,,"18,166",population screening for thalassemias and other hemoglobinopathies,"• number of heterozygotes
• the number of β thalassemia intermedia cases"
"Critical Review on Thalassemia: Types,Symptoms and Treatment",Thalassemia is a genetic blood disorder where the normal hemoglobin protein is produced in lower amounts than usual and share in common one feature.,"H. Shirzadfar, N. Mokhtari",,,,,,2018,5,,https://semanticscholar.org/paper/be5b2d06a0e5695266486c61dd7a0e105f81b565,"Thalassemia is a genetic blood disorder where the normal hemoglobin protein is produced in lower amounts than usual and share in common one feature. This means it is passed down from one or both parents through their genes. People with Thalassemia are not able to make enough normal hemoglobin, which causes severe anemia. Hemoglobin is found in red blood cells and carries oxygen to all parts of organ in the body; therefore organs are unable to function properly. There are 30 million carriers and approximately 10000 children are born with the disease every year in the world. There are two main classes of thalassemia, Different genes are affected for each type in your body. α and β, in which the α-globin and β-globin genes are involved. In this study we will generally explain thalassemia disease, types of it and its treatment.",,Review,,,
"Micromapping of Thalassemia and Hemoglobinopathies Among Laos, Khmer, Suay and Yer Ethnic Groups Residing in Lower Northeastern Thailand",The prevalence of -thalasemia is relatively high in Suay.,"Roongnalin Bunthupanich, Rossarin Karnpean, Anuwat Pinyachat, Nawinda Jiambunsri, Nattapol Prakobkaew, Naruwat Pakdee, S. Fucharoen, S. Fucharoen",Hemoglobin,,0.261 (16061),10.1080/03630269.2020.1780252,,2020,2,https://doi.org/10.1080/03630269.2020.1780252,https://semanticscholar.org/paper/a9a8462f4496e703bfab8125597348d8515b8a7d,"Abstract Northeastern (NE) Thailand is one of the areas with a prevalence of thalassemias and hemoglobinopathies. Data on the prevalence of the diseases in minorities in the region has been limited. This study aimed to survey the thalassemias and hemoglobinopathies that take into account ethnicity. Four ethnic groups, including Laos (n = 162), Khmer (n = 145), Suay (n = 134), and Yer (n = 101) inhabiting the lower region of NE Thailand, were selected to represent the study populations. The results demonstrated that an extremely high prevalence of Hb E (HBB: c.79G>A) (>50.0%) was observed in the Khmer, Suay and Yer ethnic groups. The highest prevalence of α+-thalassemia (α+-thal) [–α3.7 (rightward)] deletion was found in the Khmer ethnic group (48.28%). The –α4.2 (leftward) deletion (α+-thal) was restricted to the Yer ethnic group. Yer and Suay had a high incidence of Hb Constant Spring (Hb CS; HBA2: c.427T>C) as well as Hb Paksé (HBA2: c.429A>T). As the prevalence of α0-thalassemia (α0-thal) is relatively high in Suay (7.46%), couples who are members of Suay ethnic population should be urged to undergo hematological screening before planning a pregnancy to control the Hb Bart’s hydrops fetalis. Micromapping of thalassemias and hemoglobinopathies herein described will be helpful in genetic counseling and public education campaigns, which should be carried out in appropriate languages, with exhibitions at the village levels. This information will be of benefit for the long-term effort to reduce the burden of severe thalassemia disease in the region.",,,612,,"• Hb E (HBB: c.79G>a)
• α+ thalassemia (α+ thal) [–α3.7 (rightward)] deletion
• –α4.2 (leftward) deletion (α+ thal)
• Hb Constant Spring (Hb CS; HBA2: c.427T>C)
• Hb Paksé (HBA2: c.429A>T)
• α0-thalassemia (α0-thal)"
A study on the demographic and morbidity patterns of thalassemia patients registered at a tertiary-care center of central India,Children with thalassemia showed a higher frequency of illness as compared to their sibling with negative thalassemia history.,"P. Bhatia, Vivek Nagar, J. Meena, Daneshwar Singh, D. K. Pal",,,,10.5455/IJMSPH.2015.1009201417,,2015,5,https://doi.org/10.5455/IJMSPH.2015.1009201417,https://semanticscholar.org/paper/631835eefec1f001fa045d3152bbf29ea95f2b77,"Background: Thalassemia is an autosomal recessive disease. According to the WHO data, there are 269 million carriers of thalassemia worldwide, out of which 40 million are in South East Asia. Objectives: This study was conducted with the primary objective to assess demographic profile of patients with thalassemia at a tertiary care hospital of Bhopal along with morbidity pattern in them and economic burden on the patient’s family. Materials and Methods: A cross-sectional, hospital-based study was carried out in the pediatric ward of Kamla Nehru Hospital of Gandhi Medical College, Bhopal. Information regarding the patient’s sociodemographic profile, morbidity pattern, economic burden, and other relevant aspects was collected on a predesigned and pretested proforma from the parents or attendant of all the patients who visited the clinic or were admitted in Kamla Nehru Hospital during July 2014 to December 2014. Results: During the study period, 180 children with thalassemia were identified. Of them, 61.7% were males and 38.3% were females, and 56.7% were diagnosed for thalassemia within first 6 months of age. Religion-wise distribution shows maximum cases 134 (74.4%) were Hindus followed by 37 (20.5%) Muslims, and 9 (5.0%) others. Children with thalassemia showed a higher frequency of illness as compared to their sibling with negative thalassemia history. Conclusion: This study is the first of its kind in the setting of central India, and the results of this study will lead to increased awareness about the different aspects of thalassemia.",,,180,,"• sociodemographic profile
• morbidity pattern
• economic burden"
Gene Mutation Spectrum of Thalassemia Among Children in Yunnan Province,The prevalence and gene mutation spectrum of thalassemia display obviously heterogeneity among children in Yunnan Province.,"Tilong Huang, Tiancheng Zhang, Chun-yan Song, Yunbi Lin, Bao-Hua Sang, Qing-ling Lei, Yu Lv, Chunhui Yang, Na Li, Xin Tian, Yue-huang Yang, Xianwen Zhang",Frontiers in Pediatrics,,0.85 (5240),10.3389/fped.2020.00159,https://www.frontiersin.org/articles/10.3389/fped.2020.00159/pdf,2020,8,https://doi.org/10.3389/fped.2020.00159,https://semanticscholar.org/paper/3c5962a43472e903bd2016d1a2364ae9b401dd70,"Background: Thalassemia is an autosomal genetic disorder, found throughout the world. It is still not treatable and create socio economic problems. In this study, we investigated the prevalence and spectrum features of thalassemia in Yunnan Province, the southwestern area of China. During 2014–2018, a total of 3,539 suspected thalassemia children were detected with α- and β-thalassemia mutations by gap-Polymerase Chain Reaction (PCR) and reverse dot blot (RDB) analysis in Kunming Children's Hospital. Results: Of these patients, 1,130 were diagnosed thalassemia gene carriers with a carrying rate of 31.92%. Among them, α-thalassemia was 43.63%, β-thalassemia was 53.98%, cases with both α- and β- thalassemia was 2.39%. In α-thalassemia patients, the most common mutations was –SEA/αα (52.13%), followed by –α3.7/αα (27.79%), hemoglobin H disease (18.46%), and –α4.2/αα (1.62%). Fifteen gene mutations and 30 genotypes were identified in β-thalassemia patients, with the five most common mutations CD17 (A>T) (29.51%), CD41–42 (–TTCT) (27.87%), IVS-II-654 (C>T) (14.92%), CD26 (G>A) (6.89%), and CD26/CD27 (2.62%) accounting for 81.81% of the β-globin gene mutations. Furthermore, we founded two rare mutations CD34 (TGG → TAG) and Int in Chinese populations. Conclusions: Our results suggested that the prevalence and gene mutation spectrum of thalassemia display obviously heterogeneity among children in Yunnan Province. The findings provide the valuable information for premarital and pre-pregnancy screening, prenatal diagnostic services, and designing appropriate prevention programs to control thalassemia for future in this area.",,,"3,539",,• prevalence and spectrum features of thalassemia in Yunnan Province
Thalassemia: Impact of consanguineous marriages on most prevalent monogenic disorders of humans,Consanguineous marriages should be avoided to further limit the future burden of thalassaemia disease.,"Umar  Saeed, Zahra Zahid Piracha",,,,10.1016/S2222-1808(16)61142-8,,2016,17,https://doi.org/10.1016/S2222-1808%2816%2961142-8,https://semanticscholar.org/paper/fc1d0ea3dd19a009db5f89f173768ee09ee6cd45,"Abstract Thalassaemia is an inherited autosomal recessive disorder closely associated with consanguineous marriages. A literature search was conducted with an aim to investigate thalassemia and consanguineous marriages. Articles were searched from Google Scholar and Pubmed information regarding thalassemia associated complications, epidemiology of thalassemia and association between consanguineous marriages and thalassemia, which was subjected to contemplation. Thalassemia carrier rate varies differently in different regions of the world. In Indian subcontinent and China, Central Asia, South Europe (also known as North Mediterranean) and Arab Region, the thalassemia carrier rates were approximately 1%–40%, 4%–10%, 1%–19% and 3%, respectively. In Pakistan, the annual number of infants born with beta thalassemia is the highest as compared to other countries from Eastern Mediterranean Region. Although the management and control of thalassemia is a difficult task, it can easily be achieved via the assistance of prenatal diagnosis and prevention programs. Consanguineous marriages should be avoided to further limit the future burden of thalassaemia disease.",,,,,
"Early genetic screening uncovered a high prevalence of thalassemia among 18 309 neonates in Guizhou, China",NGS-Gap-PCR is superior to traditional detection methods.,"M. Tan, Yue Bai, Xiang-mei Zhang, Jian Sun, Chengshuang Huang, R. Tian, Yuhang Yang, Xi Luo, Qiong Su, Liu-song Wu, Libo Zheng, Jing Xia, Hongmei Murong, P. Zhu, Fan Yang, Xiaosong Zhong, Jindong Chen, Yan Chen",Clinical genetics,,1.192 (3094),10.1111/cge.13923,,2020,2,https://doi.org/10.1111/cge.13923,https://semanticscholar.org/paper/070fabadb40f535d9b6782ebb4b7645a07677851,"Thalassemia is a common monogenic disease in southwestern China, especially in Guizhou province. In this study, 18 309 neonates were examined for thalassemia. The thalassemia carrier rate was 12.90%, which is associated with geographical regions, with carrier frequencies significantly differing between regions (p < 0.0001). The carrier rates for α‐thalassemia and β‐thalassemia were 8.91% and 3.36%, respectively. There are 22 genotypes identified among 1632 α‐thalassemia cases, and 18 genotypes detected among 615 β‐thalassemia cases. The birthrates of individuals with intermediate thalassemia and β‐thalassemia major were 0.153% and 0.055%, respectively. Methodologically, NGS‐Gap‐PCR is superior to traditional detection methods, with 65 more cases detected by NGS‐Gap‐PCR. Since thalassemia‐rich genotypes were highly prevalent in this region, early detection of thalassemia carriers would be meaningful for genetic counseling and prevention/treatment of thalassemia. NGS‐Gap‐PCR provides a powerful tool for neonate genetic testing and clinical diagnosis of thalassemia, especially in high‐prevalence regions.",,,"18,309",,"• thalassemia carrier rate
• α‐thalassemia carrier rate
• β‐thalassemia carrier rate
• birthrates of individuals with intermediate thalassemia
• birthrates of individuals with β‐thalassemia major"
New trend in the epidemiology of thalassaemia.,Thalassaemia is the most common monogenic disorder worldwide.,Chi-Kong  Li,Best practice & research. Clinical obstetrics & gynaecology,,,10.1016/j.bpobgyn.2016.10.013,,2017,50,https://doi.org/10.1016/j.bpobgyn.2016.10.013,https://semanticscholar.org/paper/08f79c0bb127a1dbceb544036cf9a9e1a6675563,"Thalassaemia is the most common monogenic disorder worldwide. It is common in areas with prevalent malaria as thalassaemic red cells provide immunity against the parasite. The incidence of thalassaemia carriers is high in regions such as Mediterranean, Middle East, Indian subcontinent, Southeast Asia and South China. In the past few decades, migrants from the thalassaemia prevalent countries to non-prevalent countries, mainly North America and Central and North Europe, are rapidly increasing in number. The non-prevalent countries may not have established pre-natal screening system for thalassaemia. The genetic subtypes among the different ethnic groups vary; this may pose challenges in prenatal diagnosis. Genetic counselling on the postnatal course of thalassaemia may be affected by the genotype-phenotype correlation and coinheritance of other genetic diseases. New treatment methods improve the survival of patient with thalassaemia major, but some late complications that occur with longer survival have been recently discovered.",,,,,
Epidemiology and treatment of beta thalassemia major in China,Thalassemia is a single gene disorder resulting from globin chain synthesis impairment through the mutation or deletion of globin genes.,"Xiaoxiao Xu, Xue-dong Wu",Pediatric Investigation,,0.3 (14797),10.1002/ped4.12154,,2019,7,https://doi.org/10.1002/ped4.12154,https://semanticscholar.org/paper/a341b0aafe0c5bd95e387ba6b315515d155ec346,"Thalassemia, classified as the main types α‐ and β‐thalassemia, is a single gene disorder resulting from globin chain synthesis impairment through the mutation or deletion of globin genes. The incidence of thalassemia is high worldwide, with high associated mortality. Therefore, treatment is important to improve patient outcomes. This paper reviews the current status of β‐thalassemia major in China, including its epidemiology and treatment.",,Review,,,
Some problems of thalassemia in Jakarta.,Splenectomy performed on cases before hypersplenism appeared showed better results than those late cases who have already symptoms of hypersplenism.,"I. Wahidiyat, A. Markum, M. Abdulsalam, S. Muslichan",Paediatrica Indonesiana,,0.112 (24194),10.14238/PI18.3-4.1978.100-8,https://paediatricaindonesiana.org/index.php/paediatrica-indonesiana/article/download/1467/1206,2017,,https://doi.org/10.14238/PI18.3-4.1978.100-8,https://semanticscholar.org/paper/6d02dfdfbf5dba2ff2625882e89b1a23689d4a09,"Within 10 years (1964 - 1974) two hundred and twenty one thalassemic children were observed in the Department of Child Health, Medical School, University of Indonesia in Jakarta. They consisted of 119 cases of thalassemia major, 95 thalassemia Hb E disease, 6 Hb H disease and 1 thalassemia Hb S disease. The main treatment of thalassemia major is still blood transfusion. Splenectomy was performed on 29 children with thalassemia major and 26 cases with thalassemia Hb E disease. Splenectomy performed on cases before hypersplenism appeared, showed better results then those late cases who have already symptoms of hypersplenism. Beside the medical points of view thalassemia has also many social aspects to be considered, those of the child itself, the parents and the society or community.",,,221 thalassemic children,splenectomy,
Observational study on the current status of thalassaemia in Malaysia: a report from the Malaysian Thalassaemia Registry,The percentage of patients with severe iron overload has reduced over time.,"Hishamshah Mohd Ibrahim, Z. Muda, I. S. Othman, M. N. Mohamed Unni, K. Teh, Asohan Thevarajah, K. Gunasagaran, G. Ong, S. Yeoh, Aisyah Muhammad Rivai, Che Hadibiah Che Mohd Razali, Nazzlin Dizana Din, Z. Abdul Latiff, R. Jamal, Norsarwany Mohamad, Hany Mohd Ariffin, H. Alias",BMJ Open,,0.982 (4209),10.1136/bmjopen-2020-037974,https://bmjopen.bmj.com/content/bmjopen/10/6/e037974.full.pdf,2020,15,https://doi.org/10.1136/bmjopen-2020-037974,https://semanticscholar.org/paper/781eabbc2c99b66556f8c15530e92f017941a4a9,"Objective Thalassaemia is the most common inherited blood disorder in Malaysia. This study aims to report the current status of thalassaemia in Malaysia and provide a comprehensive understanding of the disease through data obtained from the Malaysian Thalassaemia Registry. Design Data were extracted from the Malaysian Thalassaemia Registry, a web-based system accessible to enrolled users through www.mytalasemia.net.my. Setting The Malaysian Thalassaemia Registry data was recorded from reports obtained from 110 participating government and university hospitals in Malaysia. Participants The patients were those attending the 110 participating hospitals for thalassaemia treatment. Intervention Data were collected from the Malaysian Thalassaemia Registry from 2007 until the fourth quarter of 2018. Primary outcome measure 7984 out of 8681 patients with thalassaemia registered in the Malaysian Thalassaemia Registry were reported alive. Results Majority of the patients were reported in the state of Sabah (22.72%); the largest age group affected was 5.0–24.9 years old (64.45%); the largest ethnic group involved was Malay (63.95%); and the major diagnosis was haemoglobin E/β-thalassaemia (34.37%). From the 7984 patients, 56.73% were on regular blood transfusions and 61.72% were on chelation therapy. A small fraction (14.23%) has undergone splenectomy, while the percentage of patients with severe iron overload (serum ferritin ≥5000 µg/L) reduced over time. However, cardiac complications are still the main cause of death in patients with thalassaemia. Conclusion Data gathered into the registry can be used to understand the progression of the disorder, to monitor iron overload management and to improve the outcomes of treatment, to enhance preventive strategies, reduce healthcare burden and improve the quality of life. Sustainability of the Malaysian Thalassaemia Registry is important for surveillance of thalassaemia management in the country and help the national health authorities to develop more effective policies.",,,7984,,"• 7984 out of 8681 patients with thalassaemia registered in the Malaysian Thalassaemia Registry were reported alive.
• Majority of the patients were reported in the state of Sabah (22.72%); the largest age group affected was 5.0–24.9 years old (64.45%); the largest ethnic group involved was Malay (63.95%); and the major diagnosis was haemoglobin E/β thalassaemia (34.37%).
• From the 7984 patients, 56.73% were on regular blood transfusions and 61.72% were on chelation therapy.
• a small fraction (14.23%) has undergone splenectomy, while the percentage of patients with severe iron overload (serum ferritin ≥5000 µg/L) reduced over time.
• However, cardiac complications are still the main cause of death in patients with thalassaemia"
"A National Registry of Thalassemia in Turkey: Demographic and Disease Characteristics of Patients, Achievements, and Challenges in Prevention",The affected births have shown a consistent decrease only after 2009.,"Y. Aydinok, Y. Oymak, B. Atabay, G. Aydogan, A. Yeşilipek, S. Ünal, Y. Kilinç, Banu Oflaz, M. Akın, C. Vergin, Melike Sezgin Evim, Ü. Çalışkan, Ş. Ünal, A. Bay, E. Kazanci, T. İleri, D. Atay, T. Patiroglu, S. Kahraman, M. Söker, M. Akcan, A. Akdeniz, M. Büyükavcı, G. Alanoğlu, Özcan Bör, N. Soyer, Nihal Özdemir Karadaş, E. Uysalol, M. Türker, A. Akçay, Süheyla Ocak, A. M. Güneş, H. Tokgöz, Elif Ünal, N. Tiftik, Z. Karakaş",Turkish journal of haematology : official journal of Turkish Society of Haematology,,,10.4274/tjh.2017.0039,https://europepmc.org/articles/pmc5843769?pdf=render,2017,17,https://doi.org/10.4274/tjh.2017.0039,https://semanticscholar.org/paper/9edaf1a02525c4110b4a4b71989498e3fbc83459,"Objective: The Turkish Society of Pediatric Hematology set up a National Hemoglobinopathy Registry to demonstrate the demographic and disease characteristics of patients and assess the efficacy of a hemoglobinopathy control program (HCP) over 10 years in Turkey. Materials and Methods: A total of 2046 patients from 27 thalassemia centers were registered, of which 1988 were eligible for analysis. This cohort mainly comprised patients with β-thalassemia major (n=1658, 83.4%) and intermedia (n=215, 10.8%). Results: The majority of patients were from the coastal areas of Turkey. The high number of patients in Southeastern Anatolia was due to that area having the highest rates of consanguineous marriage and fertility. The most common 11 mutations represented 90% of all β-thalassemia alleles and 47% of those were IVS1-110(G->A) mutations. The probability of undergoing splenectomy within the first 10 years of life was 20%, a rate unchanged since the 1980s. Iron chelators were administered as monotherapy regimens in 95% of patients and deferasirox was prescribed in 81.3% of those cases. Deferasirox administration was the highest (93.6%) in patients aged <10 years. Of the thalassemia major patients, 5.8% had match-related hemopoietic stem cell transplantation with a success rate of 77%. Cardiac disease was detected as a major cause of death and did not show a decreasing trend in 5-year cohorts since 1999. Conclusion: While the HCP has been implemented since 2003, the affected births have shown a consistent decrease only after 2009, being at lowest 34 cases per year. This program failure resulted from a lack of premarital screening in the majority of cases. Additional problems were unawareness of the risk and misinformation of the at-risk couples. In addition, prenatal diagnosis was either not offered to or was not accepted by the at-risk families. This study indicated that a continuous effort is needed for optimizing the management of thalassemia and the development of strategies is essential for further achievements in the HCP in Turkey.",,,1988 patients from 27 thalassemia centers,a hemoglobinopathy control program (HCP),"• demographic and disease characteristics of patients
• the efficacy of a hemoglobinopathy control program"
